"","Simulation","Result"
"1","Dynamic",0.43389089294367
"2","Dynamic",0.342886455940055
"3","Dynamic",0.780618920141035
"4","Dynamic",0.474103407984479
"5","Dynamic",0.445413982166813
"6","Dynamic",0.432961883488084
"7","Dynamic",0.407795131751571
"8","Dynamic",0.875607557966466
"9","Dynamic",0.39146029766943
"10","Dynamic",0.280943951441123
"11","Dynamic",0.385904311758398
"12","Dynamic",0.412341766004315
"13","Dynamic",0.443081574441616
"14","Dynamic",0.641758475452706
"15","Dynamic",0.502657809476732
"16","Dynamic",0.573231627192377
"17","Dynamic",0.398680113544892
"18","Dynamic",0.316511017357422
"19","Dynamic",0.649372362368839
"20","Dynamic",0.383097889499367
"21","Dynamic",0.398277025544023
"22","Dynamic",0.694864649495751
"23","Dynamic",0.319923154532136
"24","Dynamic",0.471341135934071
"25","Dynamic",0.479860255063306
"26","Dynamic",0.385729689161107
"27","Dynamic",0.610990742946974
"28","Dynamic",0.814901410317538
"29","Dynamic",0.23856348317472
"30","Dynamic",0.363644357039474
"31","Dynamic",0.700768067620548
"32","Dynamic",0.317766651104403
"33","Dynamic",0.547680591858768
"34","Dynamic",0.408901862560859
"35","Dynamic",0.687761782181468
"36","Dynamic",0.40188216983443
"37","Dynamic",0.314875908577805
"38","Dynamic",0.480197643802429
"39","Dynamic",0.52678250073541
"40","Dynamic",0.389172401029358
"41","Dynamic",0.269990564902466
"42","Dynamic",0.389184763876722
"43","Dynamic",0.453405540180785
"44","Dynamic",0.63996480699283
"45","Dynamic",0.207819400697131
"46","Dynamic",0.40730899834577
"47","Dynamic",0.419009862380571
"48","Dynamic",0.441436317962788
"49","Dynamic",0.684644298827345
"50","Dynamic",0.521973540013586
"51","Dynamic",0.397619341854087
"52","Dynamic",0.624787166684561
"53","Dynamic",0.489285949127635
"54","Dynamic",0.236816723664921
"55","Dynamic",0.275750524792417
"56","Dynamic",0.782380886819924
"57","Dynamic",0.549752588046776
"58","Dynamic",0.61100430471687
"59","Dynamic",0.796170001879495
"60","Dynamic",0.300015422809423
"61","Dynamic",0.364104285559178
"62","Dynamic",0.438534681288664
"63","Dynamic",0.482159153519525
"64","Dynamic",0.338532312574352
"65","Dynamic",0.250276030510768
"66","Dynamic",0.718379594309397
"67","Dynamic",0.282993620902434
"68","Dynamic",0.596871980900019
"69","Dynamic",0.692185209721403
"70","Dynamic",0.419817265833647
"71","Dynamic",0.332456946836556
"72","Dynamic",0.302395064136951
"73","Dynamic",0.557939268727492
"74","Dynamic",0.612083136952581
"75","Dynamic",0.663946006387863
"76","Dynamic",0.390121436199124
"77","Dynamic",0.376558395803585
"78","Dynamic",0.426058924818567
"79","Dynamic",0.4516412777707
"80","Dynamic",0.330775559405211
"81","Dynamic",0.380635123936498
"82","Dynamic",0.674168705458051
"83","Dynamic",0.625600166803134
"84","Dynamic",0.448672068388684
"85","Dynamic",0.430582447831498
"86","Dynamic",0.33077526904878
"87","Dynamic",0.33857935273071
"88","Dynamic",0.541474904807914
"89","Dynamic",0.436386852101921
"90","Dynamic",0.253618138683484
"91","Dynamic",0.826795134212719
"92","Dynamic",0.537660047578274
"93","Dynamic",0.393468778133273
"94","Dynamic",0.741991540957764
"95","Dynamic",0.384299610938562
"96","Dynamic",0.827967238897418
"97","Dynamic",0.912109725624763
"98","Dynamic",0.240821264745589
"99","Dynamic",0.632926172165185
"100","Dynamic",0.572566519239182
"101","Dynamic",0.488796337635518
"102","Dynamic",0.620160832187963
"103","Dynamic",0.432463969526113
"104","Dynamic",0.797073047239448
"105","Dynamic",0.40448075843118
"106","Dynamic",0.4087023379519
"107","Dynamic",0.221393751942714
"108","Dynamic",0.352228846361968
"109","Dynamic",0.659081254614215
"110","Dynamic",0.486339985922842
"111","Dynamic",0.178869276269322
"112","Dynamic",0.377806363291888
"113","Dynamic",0.797662532609239
"114","Dynamic",0.621551195975685
"115","Dynamic",0.274214475390536
"116","Dynamic",0.717064215075641
"117","Dynamic",0.432191301486088
"118","Dynamic",0.774044953741678
"119","Dynamic",0.330838218458681
"120","Dynamic",0.468409588440867
"121","Dynamic",0.386366412948899
"122","Dynamic",0.509543268860031
"123","Dynamic",0.270506542934843
"124","Dynamic",0.264343094720168
"125","Dynamic",0.337122109591048
"126","Dynamic",0.375250759184893
"127","Dynamic",0.338345633216835
"128","Dynamic",0.400599135203781
"129","Dynamic",0.613631764966198
"130","Dynamic",0.702628381206738
"131","Dynamic",0.255596402087322
"132","Dynamic",0.382810988918054
"133","Dynamic",0.675810581429275
"134","Dynamic",0.469060094009758
"135","Dynamic",0.607701430131038
"136","Dynamic",0.463163234855783
"137","Dynamic",0.390919900993351
"138","Dynamic",0.340959995267254
"139","Dynamic",0.504456195899912
"140","Dynamic",0.503685013384952
"141","Dynamic",0.372698544880817
"142","Dynamic",0.588430861891205
"143","Dynamic",0.916199517393309
"144","Dynamic",0.397818526984234
"145","Dynamic",0.290145439003121
"146","Dynamic",0.827999625618996
"147","Dynamic",0.591029470773627
"148","Dynamic",0.710279260063691
"149","Dynamic",0.836662797792338
"150","Dynamic",0.376158093523367
"151","Dynamic",0.825211099276806
"152","Dynamic",0.279804894200056
"153","Dynamic",0.544655033152395
"154","Dynamic",0.934338397813762
"155","Dynamic",0.466444556573595
"156","Dynamic",0.203321721425021
"157","Dynamic",0.432046162608214
"158","Dynamic",0.530872640317825
"159","Dynamic",0.66213501034163
"160","Dynamic",0.586625994357328
"161","Dynamic",0.411805663908646
"162","Dynamic",0.623145902617002
"163","Dynamic",0.313765237949993
"164","Dynamic",0.222027817758173
"165","Dynamic",0.454799253515369
"166","Dynamic",0.792848088777467
"167","Dynamic",0.48094344084754
"168","Dynamic",0.49029766466743
"169","Dynamic",0.509779289387345
"170","Dynamic",0.576071699408439
"171","Dynamic",0.200558928612964
"172","Dynamic",0.574751845826662
"173","Dynamic",0.520999670699491
"174","Dynamic",0.33306127662867
"175","Dynamic",0.389596093895274
"176","Dynamic",0.605118558626797
"177","Dynamic",0.172067614899538
"178","Dynamic",0.770720032317208
"179","Dynamic",0.251575792248562
"180","Dynamic",0.580958182368877
"181","Dynamic",0.670236705859639
"182","Dynamic",0.386063692282552
"183","Dynamic",0.356167691935754
"184","Dynamic",0.859974298069407
"185","Dynamic",0.417718273085859
"186","Dynamic",0.475130793291553
"187","Dynamic",0.274169813740185
"188","Dynamic",0.339713353543385
"189","Dynamic",0.332850163337012
"190","Dynamic",0.561717351071402
"191","Dynamic",0.59114327664268
"192","Dynamic",0.394685600599752
"193","Dynamic",0.409360867138572
"194","Dynamic",0.506908204643379
"195","Dynamic",0.570609261190773
"196","Dynamic",0.476153704867143
"197","Dynamic",0.359299267988343
"198","Dynamic",1.0368319134919
"199","Dynamic",0.474326649745514
"200","Dynamic",0.755207371611914
"201","Dynamic",0.851745955965719
"202","Dynamic",0.383861694499443
"203","Dynamic",0.513441765874708
"204","Dynamic",0.677657917406456
"205","Dynamic",0.223531701762146
"206","Dynamic",0.309889332202317
"207","Dynamic",0.793126000252749
"208","Dynamic",0.685063135164895
"209","Dynamic",0.707244355611481
"210","Dynamic",0.692850356531845
"211","Dynamic",0.435724186550364
"212","Dynamic",0.42050910348549
"213","Dynamic",0.636630197874052
"214","Dynamic",0.763323405139904
"215","Dynamic",0.502322449145788
"216","Dynamic",0.226817791136587
"217","Dynamic",0.344014833522484
"218","Dynamic",0.504537171130231
"219","Dynamic",0.719123236277427
"220","Dynamic",0.41746225940836
"221","Dynamic",0.375704430824424
"222","Dynamic",0.578534652513087
"223","Dynamic",0.383798954757464
"224","Dynamic",0.599597375681078
"225","Dynamic",0.330046826378513
"226","Dynamic",0.761577212622725
"227","Dynamic",0.475856215234362
"228","Dynamic",0.493260860549932
"229","Dynamic",0.496593237461591
"230","Dynamic",0.337621197014339
"231","Dynamic",0.281248225343727
"232","Dynamic",0.638012778063941
"233","Dynamic",0.251442210397433
"234","Dynamic",0.383984816208994
"235","Dynamic",0.379642645530347
"236","Dynamic",0.49044077075093
"237","Dynamic",0.330898198097101
"238","Dynamic",0.551989772255803
"239","Dynamic",0.379376615034239
"240","Dynamic",0.416687258918516
"241","Dynamic",0.714426437775272
"242","Dynamic",0.68195637172333
"243","Dynamic",0.512693333759027
"244","Dynamic",0.366939901593694
"245","Dynamic",0.491334794588253
"246","Dynamic",0.305902960987022
"247","Dynamic",0.400793040470463
"248","Dynamic",0.495582636007302
"249","Dynamic",0.576444880922176
"250","Dynamic",0.287882082303797
"251","Dynamic",0.415299020521374
"252","Dynamic",0.429012059189516
"253","Dynamic",0.378547928725217
"254","Dynamic",0.543863928576521
"255","Dynamic",0.254162752651572
"256","Dynamic",0.290141597216229
"257","Dynamic",0.425119924593973
"258","Dynamic",0.515092526961886
"259","Dynamic",0.285053950096065
"260","Dynamic",0.379674197116132
"261","Dynamic",0.443135628973558
"262","Dynamic",0.557430449560877
"263","Dynamic",0.676949336265395
"264","Dynamic",0.552344896729951
"265","Dynamic",0.598247749648805
"266","Dynamic",0.570324265309297
"267","Dynamic",0.724415862106488
"268","Dynamic",0.393006894422804
"269","Dynamic",0.414718986404021
"270","Dynamic",0.594498348910201
"271","Dynamic",0.257093028593683
"272","Dynamic",0.265399374316672
"273","Dynamic",0.401918625846446
"274","Dynamic",0.206206571178839
"275","Dynamic",0.560320679536873
"276","Dynamic",0.379267545773368
"277","Dynamic",0.415840042937824
"278","Dynamic",0.397011432305891
"279","Dynamic",0.651331235360503
"280","Dynamic",0.665905293908385
"281","Dynamic",0.317447680580067
"282","Dynamic",0.628052263363569
"283","Dynamic",0.454393052407895
"284","Dynamic",0.550403141385313
"285","Dynamic",0.613338374669129
"286","Dynamic",0.574541744011157
"287","Dynamic",0.212949984204255
"288","Dynamic",0.424284719011652
"289","Dynamic",0.769341691988835
"290","Dynamic",0.654562303503831
"291","Dynamic",0.443912008659022
"292","Dynamic",0.374257968078245
"293","Dynamic",0.464299630606692
"294","Dynamic",0.78236656098115
"295","Dynamic",0.598940598309211
"296","Dynamic",0.475834458534204
"297","Dynamic",0.480299113930672
"298","Dynamic",0.394732305186926
"299","Dynamic",0.202861188502518
"300","Dynamic",0.550363400456409
"301","Dynamic",0.404518693328779
"302","Dynamic",0.364458299070617
"303","Dynamic",0.523364468994488
"304","Dynamic",0.561312998960265
"305","Dynamic",0.485129737508507
"306","Dynamic",0.330046347760418
"307","Dynamic",0.392881430382814
"308","Dynamic",0.476739631929623
"309","Dynamic",0.608948926102589
"310","Dynamic",0.417205691655541
"311","Dynamic",0.206684637948749
"312","Dynamic",0.543701687594102
"313","Dynamic",0.388919211887525
"314","Dynamic",0.336345146264922
"315","Dynamic",0.709743059283109
"316","Dynamic",0.381459786361783
"317","Dynamic",0.585581670294227
"318","Dynamic",0.422629461304969
"319","Dynamic",0.690556459290228
"320","Dynamic",0.622961439517388
"321","Dynamic",0.570358641735489
"322","Dynamic",0.267785505088718
"323","Dynamic",0.619731886930461
"324","Dynamic",0.410762472391057
"325","Dynamic",0.500888446339124
"326","Dynamic",0.170774263551526
"327","Dynamic",0.645717912980727
"328","Dynamic",0.721761100468628
"329","Dynamic",0.657522053357601
"330","Dynamic",0.286136738074558
"331","Dynamic",0.252383476968244
"332","Dynamic",0.28228783919286
"333","Dynamic",0.380091204725441
"334","Dynamic",0.346278829557645
"335","Dynamic",0.711497679441508
"336","Dynamic",0.212694678830939
"337","Dynamic",0.441185922085704
"338","Dynamic",0.216543766883591
"339","Dynamic",0.65806482603879
"340","Dynamic",0.35194340506327
"341","Dynamic",0.380563768691134
"342","Dynamic",0.386453748260191
"343","Dynamic",0.225262221307818
"344","Dynamic",0.869307358514362
"345","Dynamic",0.463853353200686
"346","Dynamic",0.200716798116921
"347","Dynamic",0.323057334124868
"348","Dynamic",0.624560889835363
"349","Dynamic",0.359439273816152
"350","Dynamic",0.504139503242039
"351","Dynamic",0.26835462797751
"352","Dynamic",0.378878890992266
"353","Dynamic",0.20061433564873
"354","Dynamic",0.453007869318572
"355","Dynamic",0.583349802140094
"356","Dynamic",0.208784065547622
"357","Dynamic",0.306999139033533
"358","Dynamic",0.296863133103393
"359","Dynamic",0.296882009940887
"360","Dynamic",0.476948731149936
"361","Dynamic",0.500855408882054
"362","Dynamic",0.492590572809869
"363","Dynamic",0.366259310501112
"364","Dynamic",0.430061470465744
"365","Dynamic",0.379173222915904
"366","Dynamic",0.482707351231485
"367","Dynamic",0.398308616023558
"368","Dynamic",0.368931472580166
"369","Dynamic",0.285174845969153
"370","Dynamic",0.380639462409954
"371","Dynamic",0.500618462612732
"372","Dynamic",0.254797278457958
"373","Dynamic",0.558252836912838
"374","Dynamic",0.283743202191754
"375","Dynamic",0.365167334557555
"376","Dynamic",0.451605479930673
"377","Dynamic",0.383635829283748
"378","Dynamic",0.396649505376126
"379","Dynamic",0.219346945536294
"380","Dynamic",0.269097912721641
"381","Dynamic",0.48810441525711
"382","Dynamic",0.720534920893844
"383","Dynamic",0.426228591020128
"384","Dynamic",0.260080841605195
"385","Dynamic",0.224263327669779
"386","Dynamic",0.214173069086765
"387","Dynamic",0.105172551789382
"388","Dynamic",0.593867603974168
"389","Dynamic",0.613466918048059
"390","Dynamic",0.176634530770277
"391","Dynamic",0.506576110023899
"392","Dynamic",0.374765232686821
"393","Dynamic",0.526281400793973
"394","Dynamic",0.353464291328086
"395","Dynamic",0.810656684921077
"396","Dynamic",0.715298918889549
"397","Dynamic",0.472446838625829
"398","Dynamic",0.376529328426532
"399","Dynamic",0.579332386506247
"400","Dynamic",0.438889673536443
"401","Dynamic",0.788472524641087
"402","Dynamic",0.441899537718577
"403","Dynamic",0.578847426343562
"404","Dynamic",0.598418409514828
"405","Dynamic",0.452730324671554
"406","Dynamic",0.606504503308629
"407","Dynamic",0.577022652705182
"408","Dynamic",0.74381604860584
"409","Dynamic",0.378769172766641
"410","Dynamic",0.590073176964512
"411","Dynamic",0.465571145086143
"412","Dynamic",0.367752938117705
"413","Dynamic",0.896679640821757
"414","Dynamic",0.982254637687386
"415","Dynamic",1.19634750927822
"416","Dynamic",0.463246304479947
"417","Dynamic",0.49683241421693
"418","Dynamic",0.547604742906616
"419","Dynamic",0.45761978689635
"420","Dynamic",0.165821650401982
"421","Dynamic",0.743248074546715
"422","Dynamic",0.602675534836911
"423","Dynamic",0.130156311863645
"424","Dynamic",0.418017235699886
"425","Dynamic",0.624689882593652
"426","Dynamic",0.450323504274053
"427","Dynamic",0.51059540196252
"428","Dynamic",0.385734662619566
"429","Dynamic",0.346453587332439
"430","Dynamic",0.546543520726701
"431","Dynamic",0.376687161302869
"432","Dynamic",0.751427191960636
"433","Dynamic",0.497991819034044
"434","Dynamic",0.113916452429842
"435","Dynamic",0.451692433900157
"436","Dynamic",0.430973204305694
"437","Dynamic",1.22920223339201
"438","Dynamic",0.544546149815894
"439","Dynamic",0.259783048508458
"440","Dynamic",0.859768238474551
"441","Dynamic",0.169416888134576
"442","Dynamic",1.03510520203498
"443","Dynamic",0.160649710398144
"444","Dynamic",0.322315738363928
"445","Dynamic",0.393487215631167
"446","Dynamic",0.447242410369564
"447","Dynamic",0.130009298130105
"448","Dynamic",0.182860161306534
"449","Dynamic",0.498741025200614
"450","Dynamic",0.430989688059464
"451","Dynamic",0.202664051305748
"452","Dynamic",1.00290599250192
"453","Dynamic",0.503889242863129
"454","Dynamic",0.429313785759717
"455","Dynamic",0.591852961281445
"456","Dynamic",0.23313425036413
"457","Dynamic",0.620259123389813
"458","Dynamic",0.338357408182401
"459","Dynamic",0.145740092623753
"460","Dynamic",0.524596388252107
"461","Dynamic",0.934966128555338
"462","Dynamic",0.340352054483609
"463","Dynamic",0.132655229931355
"464","Dynamic",0.233237152316842
"465","Dynamic",0.143009558514315
"466","Dynamic",0.28645442714084
"467","Dynamic",0.708326500220935
"468","Dynamic",0.351045483914991
"469","Dynamic",0.115449920761542
"470","Dynamic",0.16097948076785
"471","Dynamic",0.405995126337293
"472","Dynamic",0.655956488276298
"473","Dynamic",0.186469031727299
"474","Dynamic",0.222968489361981
"475","Dynamic",0.444646102785807
"476","Dynamic",0.718323073537422
"477","Dynamic",0.471548085833984
"478","Dynamic",0.204675562558697
"479","Dynamic",0.505121123136437
"480","Dynamic",1.303222309888
"481","Dynamic",0.143008168507308
"482","Dynamic",0.582363941907778
"483","Dynamic",0.404139274233557
"484","Dynamic",0.49188749691744
"485","Dynamic",0.353229342927047
"486","Dynamic",0.114247792461246
"487","Dynamic",0.384525161197765
"488","Dynamic",0.711488587266669
"489","Dynamic",0.412130707807982
"490","Dynamic",0.143277384583727
"491","Dynamic",0.359011124311621
"492","Dynamic",0.417416315013378
"493","Dynamic",0.621162774385482
"494","Dynamic",0.297040255291154
"495","Dynamic",0.568172459141424
"496","Dynamic",0.439151790098544
"497","Dynamic",0.795880733593684
"498","Dynamic",0.524464059583122
"499","Dynamic",0.48604496787061
"500","Dynamic",0.242300826642924
"501","Dynamic",0.485999076146893
"502","Dynamic",0.243066203251119
"503","Dynamic",0.481290220592902
"504","Dynamic",0.580792224647021
"505","Dynamic",0.44073639188272
"506","Dynamic",0.753958615449313
"507","Dynamic",0.0802247333762487
"508","Dynamic",0.338756958999898
"509","Dynamic",0.600211186231481
"510","Dynamic",0.397749894731129
"511","Dynamic",0.121200272707615
"512","Dynamic",0.739167258047821
"513","Dynamic",0.369718530847806
"514","Dynamic",0.501104425777691
"515","Dynamic",0.257401878906925
"516","Dynamic",0.514260959994153
"517","Dynamic",0.390461090064782
"518","Dynamic",0.682225811746814
"519","Dynamic",0.539088405752078
"520","Dynamic",0.390247510425505
"521","Dynamic",0.207392214629907
"522","Dynamic",0.43497150437494
"523","Dynamic",0.929255322136598
"524","Dynamic",0.390683254624479
"525","Dynamic",0.539671189824085
"526","Dynamic",0.634734895894842
"527","Dynamic",0.341024962049915
"528","Dynamic",0.393912585117003
"529","Dynamic",0.341024962049915
"530","Dynamic",0.341025252401085
"531","Dynamic",0.6347352975937
"532","Dynamic",0.362987632599705
"533","Dynamic",0.294056236751771
"534","Dynamic",0.336143832029923
"535","Dynamic",0.385192814506212
"536","Dynamic",0.487053049574835
"537","Dynamic",1.16514049678362
"538","Dynamic",0.678740988160231
"539","Dynamic",0.238745750168651
"540","Dynamic",0.392204819143491
"541","Dynamic",0.581097139021152
"542","Dynamic",0.375048547691112
"543","Dynamic",0.661243430405324
"544","Dynamic",0.704264111273391
"545","Dynamic",0.387953300020538
"546","Dynamic",0.988651457847648
"547","Dynamic",0.757713058527285
"548","Dynamic",0.547169927703177
"549","Dynamic",0.716958590697166
"550","Dynamic",0.696970587940149
"551","Dynamic",0.5891635321714
"552","Dynamic",0.190003237987234
"553","Dynamic",0.58735529004199
"554","Dynamic",0.990766573339052
"555","Dynamic",1.0080115918826
"556","Dynamic",0.73409344604697
"557","Dynamic",0.637835300461617
"558","Dynamic",0.364701644984152
